RecId,Group,Title,Location,Method,Color,Aliases,Image,ImageCopyright,SushiAlias,ScientificName,Description,ConsumerNote,Summary,Alternatives,PDF1,PDF1Text,PDF2,PDF2Text,PDF3,PDF3Text,PDF4,PDF4Text,PDF5,PDF5Text,PDF6,PDF6Text,PDF7,PDF7Text
201,Halibut,"Halibut, California",U.S. Pacific,Bottom Trawl and Set Gillnet,Yellow,"Chicken, Monterey & Southern Halibut, California Flounder, Hirame",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/halibut_california.jpg,© Monterey Bay Aquarium,NULL,Paralichthys californicus,"<b>California halibut caught by bottom trawl and bottom gillnet is a ""Good Alternative"" because populations are stable, but these fishing methods result in high amounts of bycatch of other species.</b>","The legal market name for California halibut is California flounder. However, it may also be found in the marketplace as ""halibut"" and is often confused with or marketed as Pacific halibut - a different species currently rated as a ""Best Choice."" To be certain, consumers should ask what kind of flounder or halibut they are purchasing. California halibut is available year-round as fillets, steaks, chunks and whole fish.","California halibut is a popular recreational and commercially caught fish that ranges from Washington to Baja California, but is most commonly found south of San Francisco. The northern sub-population is healthy and abundant, while the southern sub-population is at a low, but stable level. Halibut are fished with bottom trawls, bottom gillnets and by handline. The handline fishery is very selective and incidentally caught species can be released alive, resulting in a ""Best Choice"" recommendation. However, the bottom trawl fishery results in bycatch of numerous fish and invertebrate species, and the bottom gillnet fishery results in bycatch of some protected species, such as marine mammals and white sharks. Therefore, California halibut caught by bottom trawl or bottom gillnet is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_CaliforniaHalibutReport.pdf,California Halibut Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18,Halibut,"Halibut, Pacific",U.S. Pacific,Wild,Green,Alaskan Halibut,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/halibut_pacific.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,Hirame,Hippoglossus stenolepis,"<b>Most Pacific <span id=""nolink"">halibut</span> is caught with bottom longlines that cause little <span id=""nolink"">habitat</span> damage and have low levels of accidental catch.<br><br>    The Pacific halibut fisheries of Alaska, British Columbia and Washington are certified as <span id=""nolink"">sustainable</span> to the standard of the <span id=""nolink"">Marine</span> Stewardship Council <a href=""javascript:openNewWindow('http://www.msc.org/ ','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">(MSC)</a>.<img src=""http://www.mbayaq.org/cr/cr_seafoodwatch/content/images/factsheet/h_notes_msc.gif"" width=""22"" height""10""."">  </b>",NULL,"Pacific halibut is a bottom-dwelling groundfish that nestles into the sandy seafloor, often seen with only its eyes and mouth uncovered. Primarily found in the coastal North Pacific Ocean and Bering Sea, it migrates hundreds of miles from shallow coastal waters to the deep, open ocean to spawn in winter. Most return, year after year, to the same coastal feeding grounds  <br><br>    Most Pacific halibut are caught in Alaska where fishing for Pacific halibut is strictly limited to the bottom longlining method, which causes little habitat damage or bycatch. Pacific halibut is also caught using troll lines and bottom trawl nets.  <br><br>    The International Pacific Halibut Commission (IPHC) manages Pacific halibut in Alaska. Each year, the IPHC conducts a population assessment and reviews independent assessments to set annual catch limits. These limits are allocated among licensed fishing vessels, giving each boat a prescribed percentage of the total. This process has resulted in longer fishing seasons, while keeping the population healthy and abundant. As a result, we recommend Pacific halibut from the U.S. as a ""Best Choice.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_PacificHalibutReport.pdf,U.S. Pacific Halibut Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
227,Halibut,"Turbot, Greenland","U.S., Canadian Pacific",Wild,Yellow,"Greenland Halibut, Hirame",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/halibut_greenland.jpg,© Scandanavian Fishing Yearbook/www.scandfish.com,NULL,Reinhardtius hippoglossoides,"<b>Greenland turbot is a ""Good Alternative"" to flatfish in the Atlantic Ocean, where historical overfishing has reduced populations.</b>","Over 13 species of flatfish  are regularly caught in the Pacific. Common market names include sole, sanddab, turbot, plaice, fluke, flounder and halibut. Pacific flatfish, like their Atlantic cousins, are known as hirame when prepared for sushi. ","Although Greenland turbot populations are not considered to be depleted, there are ongoing concerns about bycatch and habitat impacts from bottom trawling. This method of catch impacts the seafloor, although bottom trawling on sandy or muddy seafloor (where flatfish often live) is less of a concern than trawling over rocky or reef  habitats. Still, Greenland turbot is a ""Good Alternative"" to their overfished counterparts in the Atlantic.     ",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_PacificSolesReport.pdf,Pacific Flatfish Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrapsandPots&TrawlingFactCards.pdf,Trawling Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,Herring,Herring,Marine Stewardship Council Certified,Wild,Yellow,"Brit, Pilchard, Sardine, Sild, Sperling",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/herring_atlantic.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,NULL,Claupea harengus,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#herring','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.     <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,Herring,"Herring, Atlantic",U.S. Atlantic,Wild,Yellow,"Sardine, Sild, Sperling, Pilchard, Brit",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/herring_atlantic.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,NULL,Clupea harengus,"<b>There are concerns that Atlantic <span id=""nolink"">herring</span> is being overfished, which may impact <span id=""nolink"">marine</span> mammals, seabirds and fishes that also depend on this species.</b>","Most of the U.S. commercial catch occurs between May and October in the Gulf of Maine; however, Atlantic herring is available throughout the year as a canned product. ","In the northwest Atlantic, herring is one of the most important <span id=""nolink"">prey</span> items for marine mammals, seabirds and predatory fishes such as bluefin tuna. There is also a large commercial <span id=""nolink"">fishery</span> for herring, with the fish being canned for human consumption or sold for bait.  <br><br>     With herring in such high demand, recent studies suggest that current catch levels could be profoundly impacting the health of the ecosystem. It's possible that too many Atlantic herring are being fished out of the ocean reducing their availability for whales, dolphins, seals, seabirds, tunas, and other predatory fishes that rely on them as an important food source.  <br><br>     The extent of bycatch in the herring fishery is largely unknown, but appears to include some protected fish species.  <br><br>     Atlantic herring are caught with midwater trawls, which can catch huge amounts of fish and are not selective. Steps have been taken in recent years to address this, including some fishing area closures to decrease bycatch of protected species.  However, it will be some time before the benefits of these new management measures will be realized.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AtlanticHerringReport.pdf,Atlantic Herring Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_Longlining&PurseSeiningFactCards.pdf,Purse Seining Fact Card,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrapsandPots&TrawlingFactCards.pdf,Trawling Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,Herring,"Herring, Lake",Lake Superior,Wild,Yellow,"Northern Cisco, Tullibee",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/herring_cisco_cornell.jpg,New York State Dept. of Environmental Conservation,NULL,Coregonus artedii,"<b>Lake <span id=""nolink"">herring</span> is recovering from previous overfishing and the impacts of non-native, introduced species.</b>","Lake herring is available year-round, although some fisheries are closed during the spawning season (October-December). There is also a <span id=""nolink"">fishery</span> for herring roe, which is collected during the spawning season.","Lake herring is a long-lived, deepwater fish that is found throughout the Great Lakes. It is an important part of the diet of native Great Lakes predators such as lake trout.  <br><br>    The lake herring experienced dramatic declines between 1930 and 1960 due to overfishing, <span id=""nolink"">habitat</span> loss and competition with non-native, introduced species such as rainbow smelt. Improved fishery management helped increase the population, however lake herring hasn't fully recovered. Successful management is critical to the overall health of ecosystems in Great Lakes, as this species is as a key player in the reestablishment of native predator-prey communities in the Great Lakes.  <br><br>    Lake herring is caught commercially with gillnets in Lake Superior. Fishery management is generally conservative, resulting in a ""Good Alternative"" recommendation.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_GreatLakesReport.pdf,Great Lakes Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,Icefish,Icefish,Marine Stewardship Council Certified,Wild,Yellow,"Icefish, Mackeral Icefish",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/mackerel_icefish.jpg,©www.efishalbum.com,NULL,Champsocephalus gunnari,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#icefish','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.     <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,Krill,Krill,Marine Stewardship Council Certified,Wild,Yellow,Krill,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/krill_antartic.jpg,© Scandinavian Fishing Yearbook / www.scandfish.com,NULL,Euphausia superba,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#krill','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.     <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,Largemouth Bass,"Bass, Largemouth",U.S.,Farmed,Green,"Black & Largemouth Osego Bass, Chub, Trout, Jumper",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/bass_largemouth_farmed.jpg,©Scandinavian Fishing Yearbook / www.scandfish.com,NULL,Micropterus salmoides,"<b>Largemouth bass farmed in the U.S. is a ""Best Choice"" because the production in ponds with low water exchange presents few environmental threats.</b>","Largemouth bass is the most popular sport fish in North America and has been introduced into freshwater sport and ""trophy"" fishing lakes throughout the U. S.. Demand as a food fish has grown over the past ten years and is expected to continue to increase into the future.  <br></br>  These fish are usually sold whole and can be most readily found in urban Asian markets in major cities across North America. Largemouth bass is available year-round.<br></br>","Largemouth bass farming in the U. S. occurs in ponds that have been converted from former pastures or croplands. Infrequent draining of ponds combined with effective pond management strategies minimizes the load of harmful effluent discharged to the surrounding environment, and there is low concern over disease transfer to wild fish.   <br></br>  The level of fishmeal and oil used in feeds is a moderate concern, and the widespread stocking of largemouth bass for sport fishing means that farm escapes are a low concern. With regulatory control and low application levels, chemical use is a low concern for largemouth bass farming in the U. S.. Additionally, all largemouth bass grown on farms are produced utilizing broodstock as opposed to wild capture; therefore these aquaculture practices do not deplete wild stocks.      <br></br>  Overall, largemouth bass farmed in ponds in the United States is a ""Best Choice.""<br></br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_LargemouthBass_Report.pdf,Largemouth Bass Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,Lingcod,Lingcod,Marine Stewardship Council Certified,Wild,Yellow,"Blue, Buffalo, Green & White Cod, Bluefish",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/lingcod.jpeg,© Monterey Bay Aquarium,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#lingcod','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.     <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,Lingcod,Lingcod,"U.S., Canada",Wild,Yellow,"Blue, Buffalo, Green & White Cod, Bluefish",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/lingcod.jpg,© Monterey Bay Aquarium,NULL,Ophiodon elongatus,<b>The northern lingcod population has rebounded dramatically over the last few years after previous overfishing.</b>,"Common market names include: blue cod, bluefish, buffalo cod, green cod and white cod.","Lingcod is unique to the West Coast of North America. The northern population of lingcod has rebounded dramatically over the last few years. Although the southern population has stabilized, it hasn't fully recovered.  <br><br>    Considered a groundfish, most lingcod is still caught using <a href=""javascript:openGlossary('bottomtrawling')"" title=""definition of bottom trawling""> bottom trawling,<img src=""/images/shared/icon_glossary.gif"" width=8 height=11 title="""" border=""0""></a> a fishing method that results in considerable <a href=""javascript:openGlossary('habitat')"" title=""definition of habitat"">habitat<img src=""/images/shared/icon_glossary.gif"" width=8 height=11 title="""" border=""0""></a> damage. As a result, lingcod is a ""Good Alternative"" until measures are taken to minimize damage from trawling gear along the rocky habitats on the seafloor.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_LingcodReport.pdf,Lingcod Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrapsandPots&TrawlingFactCards.pdf,Trawling Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,Lobster,Lobster,Marine Stewardship Council Certified,Wild,Yellow,Lobster,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/lobster_american.jpg,© Monterey Bay Aquarium,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#lobster','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.      <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,Lobster,"Lobster, American",U.S. Southern New England,"Pot, Trap",Red,Maine Lobster,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/lobster_american.jpg,© Monterey Bay Aquarium,NULL,Homarus americanus,"<b>American lobster from the Gulf of Maine and Georges Bank is a ""Good Alternative,"" but ""Avoid"" lobster from Southern New England.<br><br></b>     The Maine lobster trap <span id=""nolink"">fishery</span> is certified as <span id=""nolink"">sustainable</span> to the standard of the <span id=""nolink"">Marine</span> Stewardship Council <a href=""javascript:openNewWindow('http://www.msc.org/ ','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">(MSC)</a>.<img src=""http://www.mbayaq.org/cr/cr_seafoodwatch/content/images/factsheet/h_notes_msc.gif"" width=""22"" height""10""."">","American lobster can come from throughout the Northeastern U.S. and Canada, but is also marketed as ""Maine lobster.""","American lobster, also known as Maine lobster, is found from Newfoundland, Canada to Cape Hatteras, North Carolina.  There are three U.S. fisheries - Gulf of Maine, Georges Bank and Southern New England. The vast majority of lobster is trap-caught, with a small fraction from trawl fisheries.<br><br>    American lobster is a long-lived species - up to 100 years - and slow to mature; traits that make it vulnerable to overfishing. However, stock assessments show that northern lobster populations have been increasing steadily for the last twenty years. The Gulf of Maine and Georges Bank fisheries - which account for approximately 97% of all U.S. American lobster <span id=""nolink"">landings</span> - are considered well managed, with healthy and abundant populations. The Southern New England lobster population, however, has been in a decline since the late 1990's and remained at depleted levels since then. <br><br>    Bycatch is not often an issue in trap fisheries, however, this fishery is classified a Category I (high risk) by the National Marine Fisheries Service due to the risk to North Atlantic right whales - one of the most critically endangered whales in the world. Though the fishery is complying with all the regulations, whales continue to become entangled in lobster fishing gear, in large part because of the sheer volume of gear in the water.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AmericanLobsterReport.pdf,American Lobster Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrapsandPots&TrawlingFactCards.pdf,Traps and Pots Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,Lobster,"Lobster, American","U.S. Gulf of Maine, U.S. Georges Bank","Pot, Trap",Yellow,Maine Lobster,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/lobster_american.jpg,© Monterey Bay Aquarium,NULL,Homarus americanus,"<b>American lobster from the Gulf of Maine and Georges Bank is a ""Good Alternative,"" but ""Avoid"" lobster from Southern New England.<br><br></b>     The Maine lobster trap <span id=""nolink"">fishery</span> is certified as <span id=""nolink"">sustainable</span> to the standard of the <span id=""nolink"">Marine</span> Stewardship Council <a href=""javascript:openNewWindow('http://www.msc.org/ ','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">(MSC)</a>.<img src=""http://www.mbayaq.org/cr/cr_seafoodwatch/content/images/factsheet/h_notes_msc.gif"" width=""22"" height""10""."">","American lobster can come from throughout the Northeastern U.S. and Canada, but is also marketed as ""Maine lobster.""","American lobster, also known as Maine lobster, is found from Newfoundland, Canada to Cape Hatteras, North Carolina.  There are three U.S. fisheries - Gulf of Maine, Georges Bank and Southern New England. The vast majority of lobster is trap-caught, with a small fraction from trawl fisheries.<br><br>    American lobster is a long-lived species - up to 100 years - and slow to mature; traits that make it vulnerable to overfishing. However, stock assessments show that northern lobster populations have been increasing steadily for the last twenty years. The Gulf of Maine and Georges Bank fisheries - which account for approximately 97% of all U.S. American lobster <span id=""nolink"">landings</span> - are considered well managed, with healthy and abundant populations. The Southern New England lobster population, however, has been in a decline since the late 1990's and remained at depleted levels since then. <br><br>    Bycatch is not often an issue in trap fisheries, however, this fishery is classified a Category I (high risk) by the National Marine Fisheries Service due to the risk to North Atlantic right whales - one of the most critically endangered whales in the world. Though the fishery is complying with all the regulations, whales continue to become entangled in lobster fishing gear, in large part because of the sheer volume of gear in the water.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AmericanLobsterReport.pdf,American Lobster Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrapsandPots&TrawlingFactCards.pdf,Traps and Pots Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,Lobster,"Lobster, California Spiny",California,Traps,Yellow,"California, Rock, Spiny",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/california_spiny_Lobster.jpg,© B. Guild Gillespie/www.chartingnature.com,NULL,Panulirus interruptus,"<b>Spiny lobsters from California are considered a ""Good Alternative.""  In California spiny lobsters are caught using traps, which are generally a low impact method; however there is uncertainty in the population data available to assess the fishery.</b>","Most of the spiny lobster caught in California waters is exported to Asia, although it may be found in local markets.  The majority of spiny lobster available in the US market is imported from Caribbean countries including Brazil, the Bahamas and Nicaragua.","The spiny lobster fishery in California is relatively small and there is a lack of data available leading to uncertainty in assessing the health of the population.  The lack of data also leads to uncertainty in the effectiveness of the management regime for the spiny lobster fishery.  Concerns have been raised about bycatch of seabirds, particularly cormorants, in traps used to catch spiny lobster.  There is little information to determine whether the fishery is having an impact on cormorant populations but these populations are considered healthy.  <br></br>  California spiny lobster is also caught off the Pacific coast of Mexico, where part of the fishery is certified as sustainable to Marine Stewardship Council standards.  Seafood Watch considers spiny lobster from California as a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_CaliforniaSpinyLobsterReport.pdf,California Spiny Lobster Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,Lobster,"Lobster, California Spiny",Mexico,Traps,Green,"California, Rock & Spiny Lobster",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/california_spiny_Lobster.jpg,© B. Guild Gillespie/www.chartingnature.com,NULL,Panulirus interruptus,"<b>California Spiny lobsters from Mexico are considered a ""Best Choice"" as they are caught from a stable population using fishing methods with minimal environmental impact.  Fisheries on the Baja California Peninsula and the Yucatan Peninsula are certified as sustainable to the Marine Stewardship Council standards. </b>","Spiny lobsters from Mexico are imported in to the US and represent approximately 2% of the market place.  They are caught using traps in Baja California, and with the aid of casitas (shelters) in the Caribbean where lobsters take shelter in the artificial structure and are collected by hand by divers.","In many spiny lobster fisheries there is a lack of information on the stock which leads to uncertainties in management effectiveness, however the Mexican fisheries have good data collection and recent stock assessments have shown that populations are stable.  Both traps and casitas have a minimal impact on the environment.  There are some concerns with bycatch in the trap fisheries, including cormorants; however these impacts are not thought to endanger the seabird populations.  <br></br>  The Mexican fisheries are well managed and represent the ""Best Choice"" for consumers looking for a sustainable source of lobster.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_CaliforniaCaribbeanSpinyLobster.pdf,California and Caribbean Spiny Lobster Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,Lobster,"Lobster, Caribbean Spiny",Mexico,Diver-caught,Green,"Caribbean Spiny, Red & Warmwater Lobster",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/lobster_spiny.jpg,© Scandanavian Fishing Yearbook/www.scandfish.com,NULL,Panulirus argus,"<b>Caribbean Spiny lobsters from Mexico are considered a ""Best Choice"" as they are caught from fisheries that are well managed using methods that have minimal environmental impacts. Fisheries on the Baja California Peninsula and the Yucatan Peninsula are certified as sustainable to the Marine Stewardship Council standards.</b>","Spiny lobsters from Mexico are imported in to the U.S. and represent approximately 2% of the market place.  They are caught using traps in Baja California, and with the aid of casitas (shelters) in the Caribbean where lobsters take shelter in the artificial structure and are collected by hand by divers.","In many spiny lobster fisheries there is a lack of information on the stock which leads to uncertainties in management effectiveness, however the Mexican fisheries have good data collection and recent stock assessments have shown that populations are stable.  Both traps and casitas have a minimal impact on the environment. There are some concerns with bycatch in the trap fisheries, including cormorants; however these impacts are not thought to endanger the seabird populations.  <br></br>  The Mexican fisheries are well managed and represent the ""Best Choice"" for consumers looking for a sustainable source of lobster.  <br></br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_CaliforniaCaribbeanSpinyLobster.pdf,California and Caribbean Spiny Lobster Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
